Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Status
"sage-compact-dehumidifier-20-pint","Sage Compact Dehumidifier 20 Pint","<p>Apartment-scale unit with a discreet copper-trim grille.</p><ul><li>Material: Recycled ABS</li><li>Size: 12"" × 9"" × 17""</li><li>Finish: Sage</li><li>Highlight: 20 pint compact</li><li>Weight: 22 lb</li></ul>","Verdance","Dehumidifiers","dehumidifiers, compact","TRUE","Finish","Sage","VD-046","9979","shopify","25","deny","manual","169.00","189.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/sage-compact-dehumidifier-20-pint.webp","Sage Compact Dehumidifier 20 Pint","active"
"canopy-5-tray-produce-dryer","Canopy 5-Tray Produce Dryer","<p>Adjustable thermostat and a rear fan for even drying of fruit and herbs.</p><ul><li>Material: Recycled ABS</li><li>Size: 13"" × 13"" × 10""</li><li>Finish: White</li><li>Highlight: 5 trays</li><li>Weight: 9 lb</li></ul>","Verdance","Produce Dryers","produce-dryers, dehydrator, 5-tray","TRUE","Finish","White","VD-047","4082","shopify","25","deny","manual","129.00","149.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/canopy-5-tray-produce-dryer.webp","Canopy 5-Tray Produce Dryer","active"
"canopy-herb-drying-rack","Canopy Herb Drying Rack","<p>Stackable mesh racks for air-drying herbs without a motor.</p><ul><li>Material: Bamboo + mesh</li><li>Size: 14"" × 14"" × 18""</li><li>Finish: Natural</li><li>Highlight: Air-dry herbs</li><li>Weight: 3 lb</li></ul>","Verdance","Produce Dryers","produce-dryers, herbs, rack","TRUE","Finish","Natural","VD-048","1361","shopify","25","deny","manual","59.00","69.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/canopy-herb-drying-rack.webp","Canopy Herb Drying Rack","active"
"root-stainless-dehydrator-9-tray","Root Stainless Dehydrator 9-Tray","<p>Stainless trays, digital timer, and a rear-mounted fan for batch drying.</p><ul><li>Material: Stainless steel</li><li>Size: 17"" × 13"" × 15""</li><li>Finish: Brushed Steel</li><li>Highlight: 9 trays</li><li>Weight: 16 lb</li></ul>","Verdance","Produce Dryers","produce-dryers, dehydrator, stainless","TRUE","Finish","Brushed Steel","VD-049","7257","shopify","25","deny","manual","199.00","229.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/root-stainless-dehydrator-9-tray.webp","Root Stainless Dehydrator 9-Tray","active"
"root-compact-fruit-dryer","Root Compact Fruit Dryer","<p>Four-tray countertop dryer sized for berries and apple chips.</p><ul><li>Material: Recycled ABS</li><li>Size: 12"" × 12"" × 8""</li><li>Finish: Sage</li><li>Highlight: 4 trays</li><li>Weight: 6 lb</li></ul>","Verdance","Produce Dryers","produce-dryers, fruit, compact","TRUE","Finish","Sage","VD-050","2722","shopify","25","deny","manual","89.00","99.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/root-compact-fruit-dryer.webp","Root Compact Fruit Dryer","active"
"moss-digital-produce-dryer","Moss Digital Produce Dryer","<p>Preset programs for fruit, vegetables, jerky, and herbs. 6 trays.</p><ul><li>Material: Recycled ABS</li><li>Size: 14"" × 13"" × 12""</li><li>Finish: Graphite</li><li>Highlight: Digital presets</li><li>Weight: 11 lb</li></ul>","Verdance","Produce Dryers","produce-dryers, digital","TRUE","Finish","Graphite","VD-051","4990","shopify","25","deny","manual","159.00","179.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/moss-digital-produce-dryer.webp","Moss Digital Produce Dryer","active"
"moss-mesh-herb-dryer","Moss Mesh Herb Dryer","<p>Hanging mesh tower for garages and pantries. Collapses for storage.</p><ul><li>Material: Mesh + steel</li><li>Size: 12"" × 12"" × 36""</li><li>Finish: Forest</li><li>Highlight: Hanging tower</li><li>Weight: 2 lb</li></ul>","Verdance","Produce Dryers","produce-dryers, herbs","TRUE","Finish","Forest","VD-052","907","shopify","25","deny","manual","49.00","59.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/moss-mesh-herb-dryer.webp","Moss Mesh Herb Dryer","active"
"grove-6-tray-food-dehydrator","Grove 6-Tray Food Dehydrator","<p>Transparent door and a rear fan. Includes fruit-leather sheets.</p><ul><li>Material: Recycled ABS</li><li>Size: 13"" × 13"" × 12""</li><li>Finish: White</li><li>Highlight: 6 trays + sheets</li><li>Weight: 10 lb</li></ul>","Verdance","Produce Dryers","produce-dryers, dehydrator","TRUE","Finish","White","VD-053","4536","shopify","25","deny","manual","139.00","159.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/grove-6-tray-food-dehydrator.webp","Grove 6-Tray Food Dehydrator","active"
"grove-solar-assist-dryer","Grove Solar-Assist Dryer","<p>Passive solar cabinet with a small backup fan for cloudy days.</p><ul><li>Material: Cedar + glass</li><li>Size: 24"" × 16"" × 36""</li><li>Finish: Natural Cedar</li><li>Highlight: Solar-assist</li><li>Weight: 28 lb</li></ul>","Verdance","Produce Dryers","produce-dryers, solar, outdoor","TRUE","Finish","Natural Cedar","VD-054","12701","shopify","25","deny","manual","179.00","199.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/grove-solar-assist-dryer.webp","Grove Solar-Assist Dryer","active"
"fern-countertop-dehydrator","Fern Countertop Dehydrator","<p>Entry 5-tray dryer with a simple analog dial. Quiet enough for overnight.</p><ul><li>Material: Recycled ABS</li><li>Size: 13"" × 13"" × 9""</li><li>Finish: Cloud</li><li>Highlight: Analog 5-tray</li><li>Weight: 8 lb</li></ul>","Verdance","Produce Dryers","produce-dryers, entry","TRUE","Finish","Cloud","VD-055","3629","shopify","25","deny","manual","99.00","109.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/fern-countertop-dehydrator.webp","Fern Countertop Dehydrator","active"
"alder-pro-produce-dryer-10-tray","Alder Pro Produce Dryer 10-Tray","<p>Commercial-style 10-tray dryer with stainless racks and a 10-hour timer.</p><ul><li>Material: Stainless steel</li><li>Size: 18"" × 14"" × 17""</li><li>Finish: Brushed Steel</li><li>Highlight: 10 trays</li><li>Weight: 22 lb</li></ul>","Verdance","Produce Dryers","produce-dryers, pro, 10-tray","TRUE","Finish","Brushed Steel","VD-056","9979","shopify","25","deny","manual","249.00","279.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/alder-pro-produce-dryer-10-tray.webp","Alder Pro Produce Dryer 10-Tray","active"
"willow-stackable-herb-dryer","Willow Stackable Herb Dryer","<p>Five mesh trays that nest. Designed for mint, tea, and flower heads.</p><ul><li>Material: Bamboo + mesh</li><li>Size: 13"" × 13"" × 16""</li><li>Finish: Natural</li><li>Highlight: Stackable mesh</li><li>Weight: 4 lb</li></ul>","Verdance","Produce Dryers","produce-dryers, herbs","TRUE","Finish","Natural","VD-057","1814","shopify","25","deny","manual","69.00","79.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/willow-stackable-herb-dryer.webp","Willow Stackable Herb Dryer","active"
"sage-fruit-leather-dryer","Sage Fruit Leather Dryer","<p>Shallow trays and a low-temp setting for fruit leather and yogurt drops.</p><ul><li>Material: Recycled ABS</li><li>Size: 14"" × 14"" × 8""</li><li>Finish: Sage</li><li>Highlight: Leather sheets</li><li>Weight: 7 lb</li></ul>","Verdance","Produce Dryers","produce-dryers, fruit-leather","TRUE","Finish","Sage","VD-058","3175","shopify","25","deny","manual","119.00","139.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/sage-fruit-leather-dryer.webp","Sage Fruit Leather Dryer","active"
"canopy-learning-thermostat","Canopy Learning Thermostat","<p>Learns occupancy and trims HVAC runtime. Works with common 24V systems.</p><ul><li>Material: Recycled ABS + glass</li><li>Size: 4.5"" × 4.5"" × 1""</li><li>Finish: Soft White</li><li>Highlight: Learning schedule</li><li>Weight: 0.6 lb</li></ul>","Verdance","Smart Home","smart-home, thermostat","TRUE","Finish","Soft White","VD-059","272","shopify","25","deny","manual","199.00","229.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/canopy-learning-thermostat.webp","Canopy Learning Thermostat","active"
"canopy-leak-sensor-3-pack","Canopy Leak Sensor 3-Pack","<p>Puck sensors for sinks, water heaters, and washing machines. 2-year battery.</p><ul><li>Material: Recycled ABS</li><li>Size: 2.4"" diameter</li><li>Finish: White</li><li>Highlight: 3-pack sensors</li><li>Weight: 0.4 lb</li></ul>","Verdance","Smart Home","smart-home, leak","TRUE","Finish","White","VD-060","181","shopify","25","deny","manual","59.00","69.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/canopy-leak-sensor-3-pack.webp","Canopy Leak Sensor 3-Pack","active"
"root-energy-monitor-hub","Root Energy Monitor Hub","<p>Clamp-on whole-panel monitor with a live watt display in the app.</p><ul><li>Material: Recycled ABS</li><li>Size: 4"" × 3"" × 1.5""</li><li>Finish: Graphite</li><li>Highlight: Whole-home watts</li><li>Weight: 0.8 lb</li></ul>","Verdance","Smart Home","smart-home, energy","TRUE","Finish","Graphite","VD-061","363","shopify","25","deny","manual","129.00","149.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/root-energy-monitor-hub.webp","Root Energy Monitor Hub","active"
"root-smart-plug-duo","Root Smart Plug Duo","<p>Two outdoor-rated indoor plugs with energy reporting per outlet.</p><ul><li>Material: Recycled ABS</li><li>Size: 2.5"" × 1.5"" × 1.5""</li><li>Finish: White</li><li>Highlight: Energy reporting</li><li>Weight: 0.3 lb</li></ul>","Verdance","Smart Home","smart-home, plug","TRUE","Finish","White","VD-062","136","shopify","25","deny","manual","29.00","35.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/root-smart-plug-duo.webp","Root Smart Plug Duo","active"
"moss-air-quality-monitor","Moss Air Quality Monitor","<p>PM2.5, CO2, and humidity on a dimmable e-ink style display.</p><ul><li>Material: Recycled ABS + aluminum</li><li>Size: 5"" × 3.2"" × 1.2""</li><li>Finish: Sage</li><li>Highlight: PM2.5 + CO2</li><li>Weight: 0.7 lb</li></ul>","Verdance","Smart Home","smart-home, air-quality","TRUE","Finish","Sage","VD-063","318","shopify","25","deny","manual","149.00","169.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/moss-air-quality-monitor.webp","Moss Air Quality Monitor","active"
"moss-leak-freeze-sensor","Moss Leak + Freeze Sensor","<p>Detects water and freeze events on pipes. Magnetic mount included.</p><ul><li>Material: Recycled ABS</li><li>Size: 3"" × 1.5"" × 0.8""</li><li>Finish: Graphite</li><li>Highlight: Leak + freeze</li><li>Weight: 0.2 lb</li></ul>","Verdance","Smart Home","smart-home, leak, freeze","TRUE","Finish","Graphite","VD-064","91","shopify","25","deny","manual","49.00","59.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/moss-leak-freeze-sensor.webp","Moss Leak + Freeze Sensor","active"
"grove-smart-thermostat","Grove Smart Thermostat","<p>Simple heat/cool thermostat with a copper-trim bezel and geofencing.</p><ul><li>Material: Recycled ABS</li><li>Size: 4.4"" × 4.4"" × 1""</li><li>Finish: Copper Trim</li><li>Highlight: Geofencing</li><li>Weight: 0.5 lb</li></ul>","Verdance","Smart Home","smart-home, thermostat","TRUE","Finish","Copper Trim","VD-065","227","shopify","25","deny","manual","179.00","199.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/grove-smart-thermostat.webp","Grove Smart Thermostat","active"
"grove-whole-home-energy-monitor","Grove Whole-Home Energy Monitor","<p>Dual-clamp monitor plus two branch sensors for solar or EV circuits.</p><ul><li>Material: Recycled ABS</li><li>Size: 5"" × 3.5"" × 1.6""</li><li>Finish: Slate</li><li>Highlight: Dual clamp + branches</li><li>Weight: 1.1 lb</li></ul>","Verdance","Smart Home","smart-home, energy, solar","TRUE","Finish","Slate","VD-066","499","shopify","25","deny","manual","199.00","229.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/grove-whole-home-energy-monitor.webp","Grove Whole-Home Energy Monitor","active"
"fern-indoor-air-quality-sensor","Fern Indoor Air Quality Sensor","<p>Compact desk sensor for CO2 and VOC. USB-C powered.</p><ul><li>Material: Recycled ABS</li><li>Size: 3.2"" × 3.2"" × 1""</li><li>Finish: White</li><li>Highlight: CO2 + VOC</li><li>Weight: 0.4 lb</li></ul>","Verdance","Smart Home","smart-home, air-quality","TRUE","Finish","White","VD-067","181","shopify","25","deny","manual","99.00","119.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/fern-indoor-air-quality-sensor.webp","Fern Indoor Air Quality Sensor","active"
"fern-smart-plug-4-pack","Fern Smart Plug 4-Pack","<p>Four indoor plugs with schedules and a combined energy dashboard.</p><ul><li>Material: Recycled ABS</li><li>Size: 2.4"" × 1.4"" × 1.4""</li><li>Finish: White</li><li>Highlight: 4-pack plugs</li><li>Weight: 0.6 lb</li></ul>","Verdance","Smart Home","smart-home, plug","TRUE","Finish","White","VD-068","272","shopify","25","deny","manual","45.00","55.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/fern-smart-plug-4-pack.webp","Fern Smart Plug 4-Pack","active"
"alder-climate-thermostat","Alder Climate Thermostat","<p>Heat-pump aware thermostat with humidity assist and a quiet click relay.</p><ul><li>Material: Aluminum + glass</li><li>Size: 4.6"" × 4.6"" × 1""</li><li>Finish: Brushed Steel</li><li>Highlight: Heat-pump ready</li><li>Weight: 0.7 lb</li></ul>","Verdance","Smart Home","smart-home, thermostat","TRUE","Finish","Brushed Steel","VD-069","318","shopify","25","deny","manual","229.00","259.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/alder-climate-thermostat.webp","Alder Climate Thermostat","active"
"alder-water-leak-sensor-kit","Alder Water Leak Sensor Kit","<p>Hub plus four puck sensors and a water-heater rope sensor.</p><ul><li>Material: Recycled ABS</li><li>Size: Kit box 8"" × 6""</li><li>Finish: Graphite</li><li>Highlight: Hub + 4 pucks</li><li>Weight: 1.2 lb</li></ul>","Verdance","Smart Home","smart-home, leak, kit","TRUE","Finish","Graphite","VD-070","544","shopify","25","deny","manual","79.00","89.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/alder-water-leak-sensor-kit.webp","Alder Water Leak Sensor Kit","active"
"willow-energy-monitor-display","Willow Energy Monitor Display","<p>In-kitchen display that shows live household watts without opening an app.</p><ul><li>Material: Recycled ABS + glass</li><li>Size: 6"" × 4"" × 1.2""</li><li>Finish: Sage</li><li>Highlight: Live watt display</li><li>Weight: 0.9 lb</li></ul>","Verdance","Smart Home","smart-home, energy, display","TRUE","Finish","Sage","VD-071","408","shopify","25","deny","manual","159.00","179.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/willow-energy-monitor-display.webp","Willow Energy Monitor Display","active"
"willow-smart-plug-outdoor","Willow Smart Plug Outdoor","<p>Weather-sealed outdoor plug with energy reporting and a dusk schedule.</p><ul><li>Material: Recycled ABS</li><li>Size: 3"" × 2"" × 1.8""</li><li>Finish: Slate</li><li>Highlight: Outdoor-rated</li><li>Weight: 0.4 lb</li></ul>","Verdance","Smart Home","smart-home, plug, outdoor","TRUE","Finish","Slate","VD-072","181","shopify","25","deny","manual","35.00","42.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/willow-smart-plug-outdoor.webp","Willow Smart Plug Outdoor","active"
"sage-air-quality-station","Sage Air Quality Station","<p>Wall or desk station with PM, CO2, temp, and humidity. Local-first data.</p><ul><li>Material: Recycled ABS</li><li>Size: 6"" × 3.5"" × 1.4""</li><li>Finish: Sage</li><li>Highlight: Local-first AQI</li><li>Weight: 0.8 lb</li></ul>","Verdance","Smart Home","smart-home, air-quality","TRUE","Finish","Sage","VD-073","363","shopify","25","deny","manual","189.00","219.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/sage-air-quality-station.webp","Sage Air Quality Station","active"
"sage-mini-leak-sensor","Sage Mini Leak Sensor","<p>Single puck for a dishwasher or fridge line. 3-year coin cell.</p><ul><li>Material: Recycled ABS</li><li>Size: 2.2"" diameter</li><li>Finish: White</li><li>Highlight: Single puck</li><li>Weight: 0.1 lb</li></ul>","Verdance","Smart Home","smart-home, leak","TRUE","Finish","White","VD-074","50","shopify","25","deny","manual","29.00","35.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/sage-mini-leak-sensor.webp","Sage Mini Leak Sensor","active"
"canopy-self-watering-planter","Canopy Self-Watering Planter","<p>Reservoir planter with a water-level window. Sized for herbs and greens.</p><ul><li>Material: Recycled PP</li><li>Size: 14"" × 7"" × 8""</li><li>Finish: Sage</li><li>Highlight: Self-watering</li><li>Weight: 3 lb</li></ul>","Verdance","Home & Garden","home-garden, planter","TRUE","Finish","Sage","VD-075","1361","shopify","25","deny","manual","79.00","89.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/canopy-self-watering-planter.webp","Canopy Self-Watering Planter","active"
"canopy-rain-barrel-50-gal","Canopy Rain Barrel 50 Gal","<p>Food-safe barrel with a screened inlet, overflow, and brass spigot.</p><ul><li>Material: Recycled HDPE</li><li>Size: 24"" × 24"" × 36""</li><li>Finish: Forest Green</li><li>Highlight: 50 gallon</li><li>Weight: 18 lb</li></ul>","Verdance","Home & Garden","home-garden, rain-barrel","TRUE","Finish","Forest Green","VD-076","8165","shopify","25","deny","manual","149.00","169.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/canopy-rain-barrel-50-gal.webp","Canopy Rain Barrel 50 Gal","active"
"root-full-spectrum-grow-light","Root Full-Spectrum Grow Light","<p>Bar light for seed starting and winter herbs. Hang or stand mount.</p><ul><li>Material: Aluminum</li><li>Size: 24"" × 3"" × 1.5""</li><li>Finish: Matte Black</li><li>Highlight: Full spectrum</li><li>Weight: 2.4 lb</li></ul>","Verdance","Home & Garden","home-garden, grow-light","TRUE","Finish","Matte Black","VD-077","1089","shopify","25","deny","manual","119.00","139.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/root-full-spectrum-grow-light.webp","Root Full-Spectrum Grow Light","active"
"root-drip-irrigation-starter","Root Drip Irrigation Starter","<p>Timer, 50 ft of line, and emitters for a raised-bed starter plot.</p><ul><li>Material: Recycled PE + ABS</li><li>Size: Kit box 12"" × 8""</li><li>Finish: Black</li><li>Highlight: 50 ft drip kit</li><li>Weight: 3.2 lb</li></ul>","Verdance","Home & Garden","home-garden, drip","TRUE","Finish","Black","VD-078","1451","shopify","25","deny","manual","59.00","69.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/root-drip-irrigation-starter.webp","Root Drip Irrigation Starter","active"
"moss-raised-planter-box","Moss Raised Planter Box","<p>Cedar-look recycled lumber box with a liner and optional trellis posts.</p><ul><li>Material: Recycled lumber</li><li>Size: 36"" × 16"" × 18""</li><li>Finish: Weathered Cedar</li><li>Highlight: Raised bed</li><li>Weight: 22 lb</li></ul>","Verdance","Home & Garden","home-garden, planter","TRUE","Finish","Weathered Cedar","VD-079","9979","shopify","25","deny","manual","129.00","149.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/moss-raised-planter-box.webp","Moss Raised Planter Box","active"
"moss-yard-compost-tumbler","Moss Yard Compost Tumbler","<p>Garden-side tumbler distinct from the kitchen line. 60L dual hatch.</p><ul><li>Material: Recycled HDPE</li><li>Size: 30"" × 26"" × 38""</li><li>Finish: Olive</li><li>Highlight: 60L yard tumbler</li><li>Weight: 27 lb</li></ul>","Verdance","Home & Garden","home-garden, tumbler, yard","TRUE","Finish","Olive","VD-080","12247","shopify","25","deny","manual","169.00","189.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/moss-yard-compost-tumbler.webp","Moss Yard Compost Tumbler","active"
"grove-indoor-grow-light-bar","Grove Indoor Grow Light Bar","<p>Under-cabinet bar for kitchen herbs. 3000–5000K tunable.</p><ul><li>Material: Aluminum</li><li>Size: 18"" × 2"" × 1""</li><li>Finish: White</li><li>Highlight: Tunable spectrum</li><li>Weight: 1.6 lb</li></ul>","Verdance","Home & Garden","home-garden, grow-light","TRUE","Finish","White","VD-081","726","shopify","25","deny","manual","89.00","99.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/grove-indoor-grow-light-bar.webp","Grove Indoor Grow Light Bar","active"
"grove-rain-barrel-80-gal","Grove Rain Barrel 80 Gal","<p>Two-tap barrel with a linking kit for a second barrel later.</p><ul><li>Material: Recycled HDPE</li><li>Size: 28"" × 28"" × 42""</li><li>Finish: Slate</li><li>Highlight: 80 gallon</li><li>Weight: 24 lb</li></ul>","Verdance","Home & Garden","home-garden, rain-barrel","TRUE","Finish","Slate","VD-082","10886","shopify","25","deny","manual","199.00","229.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/grove-rain-barrel-80-gal.webp","Grove Rain Barrel 80 Gal","active"
"fern-herb-planter-trio","Fern Herb Planter Trio","<p>Three nested self-watering pots for a windowsill herb set.</p><ul><li>Material: Recycled PP</li><li>Size: 18"" × 6"" × 5""</li><li>Finish: Sage</li><li>Highlight: Trio pots</li><li>Weight: 2 lb</li></ul>","Verdance","Home & Garden","home-garden, planter, herbs","TRUE","Finish","Sage","VD-083","907","shopify","25","deny","manual","49.00","59.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/fern-herb-planter-trio.webp","Fern Herb Planter Trio","active"
"fern-micro-drip-kit","Fern Micro Drip Kit","<p>Balcony kit: 25 ft of line, six emitters, and a faucet timer.</p><ul><li>Material: Recycled PE</li><li>Size: Kit box 10"" × 6""</li><li>Finish: Black</li><li>Highlight: Balcony drip</li><li>Weight: 1.8 lb</li></ul>","Verdance","Home & Garden","home-garden, drip","TRUE","Finish","Black","VD-084","816","shopify","25","deny","manual","39.00","45.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/fern-micro-drip-kit.webp","Fern Micro Drip Kit","active"
"alder-greenhouse-grow-light","Alder Greenhouse Grow Light","<p>High-output bar pair for a small greenhouse or grow tent.</p><ul><li>Material: Aluminum</li><li>Size: 36"" × 3"" × 1.6""</li><li>Finish: Graphite</li><li>Highlight: Greenhouse pair</li><li>Weight: 4.2 lb</li></ul>","Verdance","Home & Garden","home-garden, grow-light","TRUE","Finish","Graphite","VD-085","1905","shopify","25","deny","manual","159.00","179.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/alder-greenhouse-grow-light.webp","Alder Greenhouse Grow Light","active"
"alder-garden-rain-catcher","Alder Garden Rain Catcher","<p>Downspout diverter plus a 40-gallon slim barrel for tight side yards.</p><ul><li>Material: Recycled HDPE</li><li>Size: 18"" × 18"" × 44""</li><li>Finish: Forest</li><li>Highlight: Slim 40 gal</li><li>Weight: 16 lb</li></ul>","Verdance","Home & Garden","home-garden, rain-barrel","TRUE","Finish","Forest","VD-086","7257","shopify","25","deny","manual","129.00","149.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/alder-garden-rain-catcher.webp","Alder Garden Rain Catcher","active"
"willow-vertical-planter","Willow Vertical Planter","<p>Wall-mount pocket planter for greens and strawberries.</p><ul><li>Material: Recycled felt + steel</li><li>Size: 24"" × 8"" × 36""</li><li>Finish: Moss</li><li>Highlight: Vertical pockets</li><li>Weight: 5 lb</li></ul>","Verdance","Home & Garden","home-garden, planter, vertical","TRUE","Finish","Moss","VD-087","2268","shopify","25","deny","manual","99.00","119.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/willow-vertical-planter.webp","Willow Vertical Planter","active"
"willow-drip-irrigation-pro","Willow Drip Irrigation Pro","<p>100 ft of line, pressure regulator, and 20 adjustable emitters.</p><ul><li>Material: Recycled PE + brass</li><li>Size: Kit box 14"" × 10""</li><li>Finish: Black</li><li>Highlight: 100 ft pro kit</li><li>Weight: 5.5 lb</li></ul>","Verdance","Home & Garden","home-garden, drip","TRUE","Finish","Black","VD-088","2495","shopify","25","deny","manual","89.00","99.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/willow-drip-irrigation-pro.webp","Willow Drip Irrigation Pro","active"
"sage-patio-planter","Sage Patio Planter","<p>Square self-watering planter with a copper-trim rim for patios.</p><ul><li>Material: Recycled PP</li><li>Size: 14"" × 14"" × 14""</li><li>Finish: Sage</li><li>Highlight: Patio reservoir</li><li>Weight: 4 lb</li></ul>","Verdance","Home & Garden","home-garden, planter","TRUE","Finish","Sage","VD-089","1814","shopify","25","deny","manual","69.00","79.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/sage-patio-planter.webp","Sage Patio Planter","active"
"sage-outdoor-compost-tumbler","Sage Outdoor Compost Tumbler","<p>Single 55L yard tumbler with a locking door and aeration spikes.</p><ul><li>Material: Recycled HDPE</li><li>Size: 28"" × 24"" × 36""</li><li>Finish: Deep Green</li><li>Highlight: 55L tumbler</li><li>Weight: 23 lb</li></ul>","Verdance","Home & Garden","home-garden, tumbler","TRUE","Finish","Deep Green","VD-090","10433","shopify","25","deny","manual","139.00","159.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/sage-outdoor-compost-tumbler.webp","Sage Outdoor Compost Tumbler","active"
"canopy-compost-filter-3-pack","Canopy Compost Filter 3-Pack","<p>Replacement carbon filters for Canopy and Sage kitchen composters.</p><ul><li>Material: Activated carbon</li><li>Size: 3 filters</li><li>Finish: Natural</li><li>Highlight: 3-pack filters</li><li>Weight: 0.5 lb</li></ul>","Verdance","Accessories","accessories, filter, compost","TRUE","Finish","Natural","VD-091","227","shopify","25","deny","manual","24.00","29.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/canopy-compost-filter-3-pack.webp","Canopy Compost Filter 3-Pack","active"
"canopy-compostable-bags-50","Canopy Compostable Bags 50","<p>Kitchen-composter liners, 3L and 4L fit. BPI-certified compostable.</p><ul><li>Material: Compostable film</li><li>Size: 50 bags</li><li>Finish: Natural</li><li>Highlight: 50 compostable bags</li><li>Weight: 0.6 lb</li></ul>","Verdance","Accessories","accessories, bags","TRUE","Finish","Natural","VD-092","272","shopify","25","deny","manual","18.00","22.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/canopy-compostable-bags-50.webp","Canopy Compostable Bags 50","active"
"root-replacement-tray-set","Root Replacement Tray Set","<p>Four extra dehydrator trays compatible with Root and Fern dryers.</p><ul><li>Material: Recycled PP</li><li>Size: 4 trays</li><li>Finish: Clear</li><li>Highlight: 4 extra trays</li><li>Weight: 1.4 lb</li></ul>","Verdance","Accessories","accessories, trays","TRUE","Finish","Clear","VD-093","635","shopify","25","deny","manual","29.00","35.00","TRUE","TRUE","https://raw.githubusercontent.com/arcmonay/verdance/main/public/products/root-replacement-tray-set.webp","Root Replacement Tray Set","active"
